frame_idx,adl_rng_0,adl_vel_0,adl_agl_0,adl_type_0,adl_rng_1,adl_vel_1,adl_agl_1,adl_type_1,adl_rng_2,adl_vel_2,adl_agl_2,adl_type_2,tar_mgr_rng_0,tar_mgr_vel_0,tar_mgr_agl_0,tar_mgr_solidity_0,tar_mgr_type_0,tar_mgr_rng_1,tar_mgr_vel_1,tar_mgr_agl_1,tar_mgr_solidity_1,tar_mgr_type_1,tar_mgr_rng_2,tar_mgr_vel_2,tar_mgr_agl_2,tar_mgr_solidity_2,tar_mgr_type_2,dyn_rng_0,dyn_vel_0,dyn_agl_0,dyn_q_0,dyn_ai_0,dyn_overlap_0,dyn_rng_1,dyn_vel_1,dyn_agl_1,dyn_q_1,dyn_ai_1,dyn_overlap_1,dyn_rng_2,dyn_vel_2,dyn_agl_2,dyn_q_2,dyn_ai_2,dyn_overlap_2,dyn_rng_3,dyn_vel_3,dyn_agl_3,dyn_q_3,dyn_ai_3,dyn_overlap_3,sta_rng_0,sta_vel_0,sta_agl_0,sta_q_0,sta_ai_0,sta_rng_1,sta_vel_1,sta_agl_1,sta_q_1,sta_ai_1,sta_rng_2,sta_vel_2,sta_agl_2,sta_q_2,sta_ai_2,sta_rng_3,sta_vel_3,sta_agl_3,sta_q_3,sta_ai_3
99,4.29,-1.25,4.425,0,0.0,0.0,0.0,0,0,0,0,0,28.0,-1.25,3.0,225,0,0.0,0.0,0.0,0,0,0,0,0,0,0,26,0.29344,-0.0,0.84221,0.91366,0.0,32,0.14672,-3.0,0.60034,0.929,0.2857142857142857,32,0.14672,51.0,0.5,0.929,0.2857142857142857,0,0.0,0.0,0.0,0.0,0.0,28.0,0.0,10.0,1.0,0.11173,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
100,4.16625,-0.25,3.075,0,0.0,0.0,0.0,0,0,0,0,0,27.0,-0.25,1.8,215,0,0.0,0.0,0.0,0,0,0,0,0,0,0,26,0.14672,-1.0,0.84221,0.87899,0.0,37,0.07336,-3.0,0.26907,0.37851,0.6666666666666666,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,28.0,0.0,9.0,1.0,0.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
101,4.08937,-0.25,1.8,0,0.0,0.0,0.0,0,0,0,0,0,26.8,-0.25,0.6,205,0,0.0,0.0,0.0,0,0,0,0,0,0,0,26,0.07336,-1.0,0.82592,0.04003,0.0,31,0.58688,-5.0,0.85358,0.13234,0.6666666666666666,36,0.07336,-7.0,0.39187,0.03095,1.0,0,0.0,0.0,0.0,0.0,0.0,28.0,0.0,8.0,1.0,0.11556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
102,4.03875,-0.75,0.65,0,0.0,0.0,0.0,0,0,0,0,0,26.6,-0.75,-0.4,195,0,0.0,0.0,0.0,0,0,0,0,0,0,0,26,-0.07336,-1.0,0.75107,0.56037,0.0,30,0.51352,-7.0,0.81024,0.9549,0.5,35,0.14672,-5.0,0.27234,0.22505,0.3333333333333333,0,0.0,0.0,0.0,0.0,0.0,28.0,0.0,8.0,1.0,0.13081,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
103,3.96562,0.0,-0.125,0,0.0,0.0,0.0,0,0,0,0,0,26.0,0.0,-0.8,185,0,0.0,0.0,0.0,0,0,0,0,0,0,0,26,-0.07336,-1.0,0.77675,0.03275,0.0,30,0.3668,-6.0,0.89369,0.65311,0.6666666666666666,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,28.0,0.0,6.0,1.0,0.07219,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
104,3.99023,0.0,0.00316,1,0.0,0.0,0.0,0,0,0,0,0,26.0,0.0,-1.4,190,1,0.0,0.0,0.0,0,0,0,0,0,0,0,29,0.14672,-4.0,0.80305,0.99882,0.0,34,0.14672,-13.0,0.33934,0.91113,0.4444444444444444,42,0.22008,-8.0,0.32786,0.10099,0.6666666666666666,0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,-3.0,1.0,0.99882,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
105,4.01052,0.75,0.09098,1,0.0,0.0,0.0,0,0,0,0,0,26.6,0.75,-1.8,210,1,0.0,0.0,0.0,0,0,0,0,0,0,0,29,0.07336,-3.0,0.76881,0.8672,0.0,37,0.07336,-7.0,0.31816,0.04171,1.0,44,0.29344,-26.0,0.57236,0.79983,0.0,0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,-6.0,1.0,0.8672,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
106,4.03123,0.75,0.21295,1,0.0,0.0,0.0,0,0,0,0,0,27.2,0.75,-2.4,230,1,0.0,0.0,0.0,0,0,0,0,0,0,0,29,0.07336,-4.0,0.73976,0.16109,0.0,44,0.22008,-26.0,0.56067,0.04136,1.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,27.0,0.0,-6.0,1.0,0.16109,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
107,4.06275,0.5,-2.3725,0,0.0,0.0,0.0,0,0,0,0,0,27.6,0.5,-3.8,220,0,0.0,0.0,0.0,0,0,0,0,0,0,0,28,0.14672,-8.0,0.70525,0.2627,0.0,34,0.14672,-12.0,0.48243,0.03538,1.0,44,0.22008,-26.0,0.55625,0.05639,1.0,0,0.0,0.0,0.0,0.0,0.0,27.0,0.0,-7.0,1.0,0.2627,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
108,4.13363,0.5,-4.08,0,0.0,0.0,0.0,0,0,0,0,0,28.0,0.5,-5.8,210,0,0.0,0.0,0.0,0,0,0,0,0,0,0,28,0.07336,-11.0,0.89128,0.26538,0.0,34,0.07336,-16.0,0.36388,0.60158,1.0,44,0.3668,-27.0,0.58179,0.20058,0.5,0,0.0,0.0,0.0,0.0,0.0,27.0,0.0,-7.0,1.0,0.26538,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
109,4.19738,-0.25,-6.0475,0,0.0,0.0,0.0,0,0,0,0,0,28.4,-0.25,-8.0,215,0,0.0,0.0,0.0,0,0,0,0,0,0,0,28,0.07336,-14.0,0.74475,0.99135,0.0,44,0.3668,-27.0,0.59001,0.76464,1.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,27.0,0.0,-7.0,1.0,0.11113,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
110,4.24425,0.25,-7.7325,0,0.0,0.0,0.0,0,0,0,0,0,28.6,0.25,-9.4,235,0,0.0,0.0,0.0,0,0,0,0,0,0,0,30,-0.07336,-10.0,0.76211,0.99716,0.0,43,0.14672,-29.0,0.47577,0.18759,1.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,27.0,0.0,-7.0,1.0,0.11298,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
111,4.22625,-0.5,-9.35,0,0.0,0.0,0.0,0,0,0,0,0,28.0,-0.5,-10.8,240,0,0.0,0.0,0.0,0,0,0,0,0,0,0,26,0.14672,-11.0,0.59119,0.4164,0.0,42,0.29344,-28.0,0.39954,0.63918,0.16666666666666666,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,27.0,0.0,-8.0,1.0,0.4164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
112,4.185,-0.5,-10.6375,0,0.0,0.0,0.0,0,0,0,0,0,27.6,-0.5,-11.8,225,0,0.0,0.0,0.0,0,0,0,0,0,0,0,26,0.14672,-13.0,0.55939,0.10351,0.0,35,0.14672,-15.0,0.75485,0.22923,0.5,43,0.29344,-29.0,0.4934,0.21727,0.2,0,0.0,0.0,0.0,0.0,0.0,27.0,0.0,-9.0,1.0,0.10351,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
113,4.19438,0.5,-11.7875,0,0.0,0.0,0.0,0,0,0,0,0,28.0,0.5,-12.8,215,0,0.0,0.0,0.0,0,0,0,0,0,0,0,30,-0.07336,-16.0,0.83939,0.01493,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,28.0,0.0,-6.0,1.0,0.05455,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
114,4.22813,0.0,-13.0375,0,0.0,0.0,0.0,0,0,0,0,0,28.4,0.0,-14.2,205,0,0.0,0.0,0.0,0,0,0,0,0,0,0,30,-0.14672,-21.0,0.77897,0.8327,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,28.0,0.0,-15.0,1.0,0.07519,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
115,4.18125,0.0,-14.6625,0,0.0,0.0,0.0,0,0,0,0,0,27.6,0.0,-16.2,195,0,0.0,0.0,0.0,0,0,0,0,0,0,0,26,-0.07336,-20.0,0.56267,0.01312,0.0,32,-0.07336,-33.0,0.70306,0.07023,0.2,41,0.07336,-35.0,0.31114,0.26194,1.0,0,0.0,0.0,0.0,0.0,0.0,28.0,0.0,-15.0,1.0,0.01312,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
116,4.17375,0.25,-16.4625,0,0.0,0.0,0.0,0,0,0,0,0,27.8,0.25,-18.2,185,0,0.0,0.0,0.0,0,0,0,0,0,0,0,27,-0.14672,-21.0,0.89042,0.01861,0.0,32,0.29344,-30.0,0.72604,0.42614,0.0,38,-0.07336,-36.0,0.3181,0.58829,0.75,0,0.0,0.0,0.0,0.0,0.0,28.0,0.0,-11.0,1.0,0.08615,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
117,4.24875,0.25,-18.8625,0,0.0,0.0,0.0,0,0,0,0,0,28.8,0.25,-21.2,175,0,0.0,0.0,0.0,0,0,0,0,0,0,0,31,0.07336,-28.0,0.73012,0.89345,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,28.0,0.0,-12.0,1.0,0.08904,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
118,4.31625,0.5,-21.275,0,0.0,0.0,0.0,0,0,0,0,0,29.2,0.5,-23.6,165,0,0.0,0.0,0.0,0,0,0,0,0,0,0,32,0.07336,-28.0,0.78976,0.08171,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,28.0,0.0,-17.0,1.0,0.11751,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
119,4.34437,1.0,-22.7,0,0.0,0.0,0.0,0,0,0,0,0,29.2,1.0,-24.0,170,0,0.0,0.0,0.0,0,0,0,0,0,0,0,30,-0.22008,-23.0,0.80629,0.98472,0.0,36,0.07336,-34.0,0.25088,0.12654,1.0,44,0.22008,-44.0,0.23934,0.01987,0.3333333333333333,0,0.0,0.0,0.0,0.0,0.0,28.0,0.0,-17.0,1.0,0.2336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
120,4.43812,1.0,-24.2125,0,0.0,0.0,0.0,0,0,0,0,0,30.2,1.0,-25.6,190,0,0.0,0.0,0.0,0,0,0,0,0,0,0,31,-0.07336,-28.0,0.88741,0.99802,0.0,37,-0.07336,-35.0,0.34884,0.14,1.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,28.0,0.0,-17.0,1.0,0.20557,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
121,4.53375,-0.25,-25.3,0,0.0,0.0,0.0,0,0,0,0,0,30.8,-0.25,-26.2,210,0,0.0,0.0,0.0,0,0,0,0,0,0,0,30,-0.29344,-24.0,0.86073,0.9938,0.0,38,-0.07336,-42.0,0.43498,0.02961,1.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,-20.0,1.0,0.11042,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
122,4.57875,-0.25,-25.325,0,0.0,0.0,0.0,0,0,0,0,0,30.8,-0.25,-25.2,230,0,0.0,0.0,0.0,0,0,0,0,0,0,0,30,-0.58688,-23.0,0.33839,0.49368,0.0,31,-0.22008,-23.0,0.7786,0.97643,0.0,31,-0.22008,61.0,0.5,0.97643,0.0,0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,-19.0,1.0,0.12616,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
123,4.58437,0.25,-24.875,0,0.0,0.0,0.0,0,0,0,0,0,30.6,0.25,-24.4,240,0,0.0,0.0,0.0,0,0,0,0,0,0,0,31,-0.22008,-24.0,0.77825,0.23224,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,-17.0,1.0,0.09079,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
124,4.62187,0.25,-24.8875,0,0.0,0.0,0.0,0,0,0,0,0,31.0,0.25,-24.8,240,0,0.0,0.0,0.0,0,0,0,0,0,0,0,32,0.14672,-25.0,0.61556,0.98665,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,-17.0,1.0,0.11025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
125,4.63875,0.25,-24.3625,0,0.0,0.0,0.0,0,0,0,0,0,31.0,0.25,-23.8,240,0,0.0,0.0,0.0,0,0,0,0,0,0,0,31,-0.29344,-23.0,0.76491,0.80507,0.0,37,-0.07336,-37.0,0.44063,0.0361,0.75,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,-19.0,1.0,0.06061,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
126,4.67437,0.25,-23.95,0,0.0,0.0,0.0,0,0,0,0,0,31.4,0.25,-23.6,220,0,0.0,0.0,0.0,0,0,0,0,0,0,0,31,-0.14672,-24.0,0.27666,0.06087,0.0,31,-0.14672,51.0,0.27666,0.06087,0.0,32,-0.44016,-23.0,0.53306,0.01113,0.0,38,-0.22008,-34.0,0.48389,0.05325,0.15,26.0,0.0,-18.0,1.0,0.05656,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
127,4.69125,0.0,-23.65,0,0.0,0.0,0.0,0,0,0,0,0,31.4,0.0,-23.4,210,0,0.0,0.0,0.0,0,0,0,0,0,0,0,31,-0.3668,-22.0,0.81893,0.20492,0.0,43,-0.07336,-49.0,0.59768,0.51802,0.3,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,29.0,0.0,-22.0,1.0,0.20492,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
128,4.7025,-0.25,-23.2375,0,0.0,0.0,0.0,0,0,0,0,0,31.4,-0.25,-22.8,200,0,0.0,0.0,0.0,0,0,0,0,0,0,0,31,-0.22008,-21.0,0.77681,0.11419,0.0,38,-0.22008,-39.0,0.63748,0.07829,1.0,43,0.14672,-46.0,0.37043,0.16348,0.0,0,0.0,0.0,0.0,0.0,0.0,29.0,0.0,-21.0,1.0,0.11419,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
129,4.69125,0.0,-22.7875,0,0.0,0.0,0.0,0,0,0,0,0,31.2,0.0,-22.4,190,0,0.0,0.0,0.0,0,0,0,0,0,0,0,31,-0.14672,-23.0,0.83119,0.17628,0.0,38,-0.3668,-40.0,0.29719,0.02302,0.3333333333333333,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,28.0,0.0,-19.0,1.0,0.06262,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
130,4.7025,0.0,-22.3875,0,0.0,0.0,0.0,0,0,0,0,0,31.4,0.0,-22.0,180,0,0.0,0.0,0.0,0,0,0,0,0,0,0,32,-0.14672,-21.0,0.87139,0.61239,0.0,32,-0.88031,-21.0,0.31015,0.01471,0.0,44,-0.07336,-22.0,0.42596,0.01449,1.0,0,0.0,0.0,0.0,0.0,0.0,29.0,0.0,-21.0,1.0,0.61239,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
131,4.70625,0.25,-21.9875,0,0.0,0.0,0.0,0,0,0,0,0,31.4,0.25,-21.6,185,0,0.0,0.0,0.0,0,0,0,0,0,0,0,32,-0.14672,-21.0,0.79689,0.86407,0.0,32,-0.80696,-21.0,0.311,0.87064,0.0,38,-0.07336,-35.0,0.52064,0.03754,1.0,0,0.0,0.0,0.0,0.0,0.0,29.0,0.0,-21.0,1.0,0.86407,38.0,0.0,-34.0,0.7913,0.03754,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
132,4.72313,0.25,-21.975,0,0.0,0.0,0.0,0,0,0,0,0,31.6,0.25,-22.0,175,0,0.0,0.0,0.0,0,0,0,0,0,0,0,32,-0.07336,-24.0,0.79253,0.57208,0.0,38,-0.07336,-33.0,0.60244,0.0177,1.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,29.0,0.0,-22.0,1.0,0.57208,38.0,0.0,-35.0,0.94101,0.0177,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
133,4.74563,0.25,-22.275,0,0.0,0.0,0.0,0,0,0,0,0,31.8,0.25,-22.6,165,0,0.0,0.0,0.0,0,0,0,0,0,0,0,32,0.07336,-24.0,0.78184,0.53815,0.0,38,-0.07336,-32.0,0.64061,0.02154,0.8,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,29.0,0.0,-22.0,1.0,0.53815,38.0,0.0,-36.0,0.98869,0.02154,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
134,4.77375,0.0,-22.525,0,0.0,0.0,0.0,0,0,0,0,0,32.0,0.0,-22.8,155,0,0.0,0.0,0.0,0,0,0,0,0,0,0,32,0.07336,-24.0,0.72217,0.04739,0.0,38,-0.07336,-38.0,0.60525,0.6297,0.5,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,-27.0,1.0,0.04739,38.0,0.0,-35.0,0.99702,0.6297,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
135,4.78688,0.0,-22.85,0,0.0,0.0,0.0,0,0,0,0,0,32.0,0.0,-23.2,145,0,0.0,0.0,0.0,0,0,0,0,0,0,0,32,0.07336,-23.0,0.76216,0.01426,0.0,38,-0.07336,-33.0,0.58046,0.07195,0.6666666666666666,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,-27.0,1.0,0.01426,38.0,0.0,-35.0,0.99708,0.07195,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
136,4.80938,0.25,-23.2375,0,0.0,0.0,0.0,0,0,0,0,0,32.2,0.25,-23.6,135,0,0.0,0.0,0.0,0,0,0,0,0,0,0,33,-0.07336,-23.0,0.78931,0.26193,0.0,43,-0.07336,-38.0,0.81474,0.10332,0.5,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,-28.0,1.0,0.07075,38.0,0.0,-35.0,0.99482,0.17746,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
137,4.83562,0.25,-23.6375,0,0.0,0.0,0.0,0,0,0,0,0,32.4,0.25,-24.0,125,0,0.0,0.0,0.0,0,0,0,0,0,0,0,33,-0.14672,-26.0,0.88982,0.45576,0.0,43,-0.07336,-27.0,0.37134,0.02046,1.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,32.0,0.0,-24.0,1.0,0.45576,38.0,0.0,-34.0,0.9889,0.19433,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
138,4.84875,0.0,-23.625,0,0.0,0.0,0.0,0,0,0,0,0,32.4,0.0,-23.6,115,0,0.0,0.0,0.0,0,0,0,0,0,0,0,32,0.07336,-22.0,0.85818,0.72877,0.0,38,-0.07336,-35.0,0.66232,0.29253,1.0,44,-0.14672,-38.0,0.8159,0.66198,0.6666666666666666,0,0.0,0.0,0.0,0.0,0.0,32.0,0.0,-25.0,1.0,0.72877,38.0,0.0,-34.0,0.98152,0.29253,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
139,4.86938,0.25,-23.625,0,0.0,0.0,0.0,0,0,0,0,0,32.6,0.25,-23.6,105,0,0.0,0.0,0.0,0,0,0,0,0,0,0,33,0.07336,-24.0,0.73394,0.03761,0.0,43,-0.07336,-38.0,0.81984,0.02288,0.75,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,32.0,0.0,-25.0,1.0,0.03761,38.0,0.0,-34.0,0.97832,0.22906,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
140,4.89562,0.0,-23.925,0,0.0,0.0,0.0,0,0,0,0,0,32.8,0.0,-24.2,95,0,0.0,0.0,0.0,0,0,0,0,0,0,0,33,0.14672,-26.0,0.77471,0.46958,0.0,44,-0.14672,-41.0,0.53412,0.04631,0.2,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,32.0,0.0,-25.0,1.0,0.46958,38.0,0.0,-35.0,0.97681,0.18437,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
141,4.90875,0.0,-24.075,0,0.0,0.0,0.0,0,0,0,0,0,32.8,0.0,-24.2,85,0,0.0,0.0,0.0,0,0,0,0,0,0,0,33,0.14672,-23.0,0.73978,0.3385,0.0,43,-0.07336,-37.0,0.41179,0.02444,1.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,32.0,0.0,-25.0,1.0,0.3385,38.0,0.0,-35.0,0.96827,0.17216,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
142,4.91438,0.25,-24.425,0,0.0,0.0,0.0,0,0,0,0,0,32.8,0.25,-24.8,75,0,0.0,0.0,0.0,0,0,0,0,0,0,0,33,0.14672,-29.0,0.75261,0.02802,0.0,43,-0.07336,-36.0,0.6284,0.05232,0.6666666666666666,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,32.0,0.0,-25.0,1.0,0.02802,38.0,0.0,-35.0,0.95037,0.16243,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
143,4.88812,-0.75,-25.1125,0,0.0,0.0,0.0,0,0,0,0,0,32.4,-0.75,-25.8,65,0,0.0,0.0,0.0,0,0,0,0,0,0,0,30,0.22008,-27.0,0.5453,0.41203,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,32.0,0.0,-25.0,1.0,0.41203,38.0,0.0,-36.0,0.92005,0.13829,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
144,4.845,-0.5,-24.875,0,0.0,0.0,0.0,0,0,0,0,0,32.0,-0.5,-24.6,55,0,0.0,0.0,0.0,0,0,0,0,0,0,0,31,0.14672,-18.0,0.78201,0.09213,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,32.0,0.0,-24.0,1.0,0.06954,38.0,0.0,-36.0,0.86326,0.22212,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
145,4.7925,-0.5,-24.1375,0,0.0,0.0,0.0,0,0,0,0,0,31.6,-0.5,-23.4,45,0,0.0,0.0,0.0,0,0,0,0,0,0,0,31,0.14672,-20.0,0.65874,0.91194,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,33.0,0.0,-21.0,1.0,0.91194,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
146,4.75125,-0.25,-23.2875,0,0.0,0.0,0.0,0,0,0,0,0,31.4,-0.25,-22.4,50,0,0.0,0.0,0.0,0,0,0,0,0,0,0,32,0.14672,-18.0,0.76517,0.99443,0.0,32,0.66024,-18.0,0.42471,0.9924,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,32.0,0.0,-22.0,1.0,0.99443,38.0,0.0,-37.0,0.722,0.19403,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
147,4.71375,0.5,-21.775,0,0.0,0.0,0.0,0,0,0,0,0,31.2,0.5,-20.2,70,0,0.0,0.0,0.0,0,0,0,0,0,0,0,32,0.07336,-18.0,0.79852,0.08234,0.0,32,0.51352,-18.0,0.5094,0.38657,0.0,38,-0.07336,-30.0,0.44641,0.04861,1.0,0,0.0,0.0,0.0,0.0,0.0,32.0,0.0,-22.0,1.0,0.08234,38.0,0.0,-35.0,0.8455,0.04861,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
