frame_idx	adl_rng_0	adl_vel_0	adl_agl_0	adl_type_0	adl_rng_1	adl_vel_1	adl_agl_1	adl_type_1	adl_rng_2	adl_vel_2	adl_agl_2	adl_type_2
390	3.2475	0	27.5125	0	0	0	0	0	0	0	0	0
391	3.33562	0.25	27.275	0	0	0	0	0	0	0	0	0
392	3.37875	0.25	26.6375	0	0	0	0	0	0	0	0	0
393	3.42	0	26.325	0	0	0	0	0	0	0	0	0
394	3.42937	1.5	26.6625	0	0	0	0	0	0	0	0	0
395	3.53625	-0.25	27.4125	0	0	0	0	0	0	0	0	0
396	3.47812	-1.5	28.275	0	0	0	0	0	0	0	0	0
397	3.33	-2	27.9375	0	0	0	0	0	0	0	0	0
398	3.27	0.25	26.5	0	0	0	0	0	0	0	0	0
399	3.15562	-1.5	25.9875	0	0	0	0	0	0	0	0	0
400	2.99625	0	25.825	0	0	0	0	0	0	0	0	0
401	2.91563	0.5	25.4625	0	0	0	0	0	0	0	0	0
402	2.91375	-1.75	26.35	0	0	0	0	0	0	0	0	0
403	2.80125	0	28.3875	0	0	0	0	0	0	0	0	0
404	2.745	0	27.3	0	0	0	0	0	0	0	0	0
405	2.8425	2	25.4375	0	0	0	0	0	0	0	0	0
406	2.89312	0	23.4875	0	0	0	0	0	0	0	0	0
407	2.91	0	21.7375	0	0	0	0	0	0	0	0	0
408	2.925	0	19.8375	0	0	0	0	0	0	0	0	0
409	2.94	-2	20.0375	0	0	0	0	0	0	0	0	0
410	2.91	1.5	20.45	0	0	0	0	0	0	0	0	0
411	2.895	0	21.275	0	0	0	0	0	0	0	0	0
412	2.8875	0	22.1875	0	0	0	0	0	0	0	0	0
413	2.88965	0	21.95334	1	0	0	0	0	0	0	0	0
414	2.89232	-1.5	21.83913	1	0	0	0	0	0	0	0	0
415	2.88853	0	21.72092	1	0	0	0	0	0	0	0	0
416	2.89048	0	21.47494	1	0	0	0	0	0	0	0	0
417	2.89319	0	21.0799	1	0	0	0	0	0	0	0	0
418	2.88904	0	21.19795	1	0	0	0	0	0	0	0	0
419	2.8839	0	21.29533	1	0	0	0	0	0	0	0	0
420	2.87985	0	21.37365	1	0	0	0	0	0	0	0	0
421	2.87526	0	21.41765	1	0	0	0	0	0	0	0	0
422	2.87151	0	21.43616	1	0	0	0	0	0	0	0	0
423	2.86746	0	21.41974	1	0	0	0	0	0	0	0	0
424	2.86405	0	21.39414	1	0	0	0	0	0	0	0	0
425	2.8605	0	21.36346	1	0	0	0	0	0	0	0	0
426	2.85745	0	21.34557	1	0	0	0	0	0	0	0	0
427	2.85433	0	21.34874	1	0	0	0	0	0	0	0	0
428	2.8485	0	22.25824	1	0	0	0	0	0	0	0	0
429	2.82107	0	22.57344	1	0	0	0	0	0	0	0	0
430	2.81653	0	23.10756	1	0	0	0	0	0	0	0	0
431	2.81191	0	23.56308	1	0	0	0	0	0	0	0	0
432	2.80752	0	23.43793	1	0	0	0	0	0	0	0	0
433	2.80311	0	23.67702	1	0	0	0	0	0	0	0	0
434	2.78602	0	23.97492	1	0	0	0	0	0	0	0	0
435	2.78249	0	24.17723	1	0	0	0	0	0	0	0	0
436	2.76881	0	24.36494	1	0	0	0	0	0	0	0	0
437	2.76599	0	24.56187	1	0	0	0	0	0	0	0	0
438	2.75475	-0.25	24.68402	1	0	0	0	0	0	0	0	0
439	2.75191	-0.25	24.78027	1	0	0	0	0	0	0	0	0
440	2.7219	-0.25	24.68995	0	0	0	0	0	0	0	0	0
441	2.69386	-0.25	25.95767	0	0	0	0	0	0	0	0	0
442	2.59902	0.25	26.31931	0	0	0	0	0	0	0	0	0
443	2.60424	0.25	26.36033	0	0	0	0	0	0	0	0	0
444	2.61937	0.25	26.4875	0	0	0	0	0	0	0	0	0
445	2.64375	0.25	26.425	0	0	0	0	0	0	0	0	0
446	2.63892	0	26.3679	1	0	0	0	0	0	0	0	0
447	2.63795	0	26.32069	1	0	0	0	0	0	0	0	0
448	2.63623	0	26.26732	1	0	0	0	0	0	0	0	0
449	2.63259	0	26.22548	1	0	0	0	0	0	0	0	0
450	2.62597	0	26.18596	1	0	0	0	0	0	0	0	0
451	2.6281	0	26.15003	1	0	0	0	0	0	0	0	0
452	2.62976	0	26.09937	1	0	0	0	0	0	0	0	0
453	2.6314	0	26.05083	1	0	0	0	0	0	0	0	0
454	2.63275	0	25.99044	1	0	0	0	0	0	0	0	0
455	2.63407	0	25.92987	1	0	0	0	0	0	0	0	0
456	2.63518	0	25.86228	1	0	0	0	0	0	0	0	0
457	2.63628	0	25.80242	1	0	0	0	0	0	0	0	0
458	2.63722	0	25.73923	1	0	0	0	0	0	0	0	0
459	2.63814	0	25.68281	1	0	0	0	0	0	0	0	0
460	2.63895	0	25.6271	1	0	0	0	0	0	0	0	0
461	2.64168	0	25.55102	1	0	0	0	0	0	0	0	0
462	2.65503	0	25.54085	1	0	0	0	0	0	0	0	0
463	2.66777	0	25.52972	1	0	0	0	0	0	0	0	0
464	2.67988	0	25.36809	1	0	0	0	0	0	0	0	0
465	2.67423	0	25.25638	1	0	0	0	0	0	0	0	0
466	2.67875	0	25.14412	1	0	0	0	0	0	0	0	0
467	2.6824	0	25.01359	1	0	0	0	0	0	0	0	0
468	2.68532	0	24.89902	1	0	0	0	0	0	0	0	0
469	2.68592	0	24.75673	1	0	0	0	0	0	0	0	0
470	2.68826	0	24.67212	1	0	0	0	0	0	0	0	0
471	2.68874	0	24.50763	1	0	0	0	0	0	0	0	0
472	2.6906	0	24.40615	1	0	0	0	0	0	0	0	0
473	2.69099	0	24.24245	1	0	0	0	0	0	0	0	0
474	2.69248	0	24.13077	1	0	0	0	0	0	0	0	0
475	2.69279	0	23.98518	1	0	0	0	0	0	0	0	0
476	2.69399	0	23.92495	1	0	0	0	0	0	0	0	0
477	2.69423	0	23.80747	1	0	0	0	0	0	0	0	0
478	2.69519	0	23.75832	1	0	0	0	0	0	0	0	0
479	2.69539	0	23.67775	1	0	0	0	0	0	0	0	0
480	2.69615	0	23.63684	1	0	0	0	0	0	0	0	0
481	2.69631	0	23.5422	1	0	0	0	0	0	0	0	0
482	2.69692	0	23.50947	1	0	0	0	0	0	0	0	0
483	2.7103	1.5	23.33337	0	0	0	0	0	0	0	0	0
484	2.7513	1.5	23.50049	0	0	0	0	0	0	0	0	0
485	3.05091	0.975	25.41355	0	0	0	0	0	0	0	0	0
486	3.17628	1.03875	26.17613	0	0	0	0	0	0	0	0	0
487	3.24461	-1.5	26.68	0	0	0	0	0	0	0	0	0
488	3.20376	-1.25	27.1725	0	0	0	0	0	0	0	0	0
489	3.09136	-0.975	26.86875	0	0	0	0	0	0	0	0	0
490	3.0369	-0.03875	26.2275	0	0	0	0	0	0	0	0	0
491	2.94345	0	26.02	0	0	0	0	0	0	0	0	0
492	2.89204	-0.25	25.8225	0	0	0	0	0	0	0	0	0
493	2.89732	0	25.86229	1	0	0	0	0	0	0	0	0
494	2.87129	-0.5	24.99875	0	0	0	0	0	0	0	0	0
495	2.84175	0.5	25.9075	0	0	0	0	0	0	0	0	0
496	2.86088	0.5	26.5475	0	0	0	0	0	0	0	0	0
497	2.90025	0.5	26.9725	0	0	0	0	0	0	0	0	0
498	2.92125	-0.5	26.75	0	0	0	0	0	0	0	0	0
499	2.89875	-0.5	26.75	0	0	0	0	0	0	0	0	0
500	2.86125	-0.5	25.9875	0	0	0	0	0	0	0	0	0
501	2.8275	-0.25	24.9	0	0	0	0	0	0	0	0	0
502	2.77875	0	24.725	0	0	0	0	0	0	0	0	0
503	2.7525	0	24.6625	0	0	0	0	0	0	0	0	0
504	2.72438	-0.25	24.4875	0	0	0	0	0	0	0	0	0
505	2.62125	-1.75	24.8	0	0	0	0	0	0	0	0	0
506	2.46375	-1.5	24.925	0	0	0	0	0	0	0	0	0
507	2.29688	-1.5	24.4625	0	0	0	0	0	0	0	0	0
508	2.1225	-1.25	24.325	0	0	0	0	0	0	0	0	0
509	1.95562	0	24.2875	0	0	0	0	0	0	0	0	0
510	1.87125	0	23.9375	0	0	0	0	0	0	0	0	0
511	1.815	-0.25	24.8375	0	0	0	0	0	0	0	0	0
512	1.77188	-0.25	25.825	0	0	0	0	0	0	0	0	0
513	1.72125	-0.5	26.6125	0	0	0	0	0	0	0	0	0
514	1.65562	-0.75	27.7875	0	0	0	0	0	0	0	0	0
515	1.57687	-0.5	28.6625	0	0	0	0	0	0	0	0	0
516	1.4925	-0.75	28.1625	0	0	0	0	0	0	0	0	0
517	1.40438	-0.5	27.2	0	0	0	0	0	0	0	0	0
518	1.32938	-0.25	25.55	0	0	0	0	0	0	0	0	0
519	1.27688	-0.25	23.5875	0	0	0	0	0	0	0	0	0
520	1.22062	-0.25	20.7375	0	0	0	0	0	0	0	0	0
521	1.1775	-0.25	17.525	0	5.13	-0.75	48.4	0	0	0	0	0
522	1.14188	-0.25	13.9875	0	0	0	0	0	0	0	0	0
523	1.095	-0.5	10.125	0	0	0	0	0	0	0	0	0
524	1.05562	0	5.75	0	0	0	0	0	0	0	0	0
525	1.03688	0	1.5625	0	0	0	0	0	0	0	0	0
526	1.0425	0.25	-2.0375	0	0	0	0	0	0	0	0	0
527	1.07438	0.75	-5.15	0	0	0	0	0	0	0	0	0
528	1.13625	0.5	-7.225	0	0	0	0	0	0	0	0	0
529	1.22812	1	-9.0375	0	0	0	0	0	0	0	0	0
530	1.35	1	-9.9125	0	0	0	0	0	0	0	0	0
531	1.47187	0.75	-10.4375	0	0	0	0	0	0	0	0	0
532	1.59375	1	-11.65	0	0	0	0	0	0	0	0	0
533	1.73062	0.75	-12.575	0	0	0	0	0	0	0	0	0
534	1.86	0.75	-12.6875	0	0	0	0	0	0	0	0	0
535	1.98375	1	-12.65	0	0	0	0	0	0	0	0	0
536	2.12062	1	-12.8875	0	0	0	0	0	0	0	0	0
537	2.265	1	-11.9625	0	0	0	0	0	0	0	0	0
538	2.39625	0.75	-11.3625	0	0	0	0	0	0	0	0	0
539	2.55188	1.25	-10.875	0	0	0	0	0	0	0	0	0
540	2.72062	1.25	-10.65	0	0	0	0	0	0	0	0	0
541	2.85	0.5	-10.5625	0	0	0	0	0	0	0	0	0
542	3.00375	1.5	-10.775	0	0	0	0	0	0	0	0	0
543	3.1425	0.25	-10.775	0	0	0	0	0	0	0	0	0
544	3.22688	0	-11.4875	0	0	0	0	0	0	0	0	0
545	3.28125	0.75	-12.05	0	0	0	0	0	0	0	0	0
546	3.35625	-0.25	-11.9375	0	0	0	0	0	0	0	0	0
547	3.43687	1.25	-11.5625	0	0	0	0	0	0	0	0	0
548	3.56438	1.5	-11.125	0	0	0	0	0	0	0	0	0
549	3.68812	0.75	-10.175	0	0	0	0	0	0	0	0	0
550	3.81187	1	-9.7625	0	0	0	0	0	0	0	0	0
551	3.94875	0.25	-9.7625	0	0	0	0	0	0	0	0	0
552	4.035	0	-9.5625	0	0	0	0	0	0	0	0	0
553	4.12125	1.25	-9.8375	0	0	0	0	0	0	0	0	0
554	4.23938	1	-10.725	0	0	0	0	0	0	0	0	0
555	4.35938	0.75	-10.875	0	0	0	0	0	0	0	0	0
556	4.47562	1	-10.825	0	0	0	0	0	0	0	0	0
557	4.62562	0.75	-11.8375	0	0	0	0	0	0	0	0	0
558	4.7325	0.5	-11.9625	0	0	0	0	0	0	0	0	0
559	4.83	0.75	-11.7625	0	0	0	0	0	0	0	0	0
560	4.90875	0.25	-11.875	0	0	0	0	0	0	0	0	0
561	4.98	0	-12.1	0	0	0	0	0	0	0	0	0
562	5.02688	0.5	-11.625	0	0	0	0	0	0	0	0	0
563	5.06625	0	-11.9	0	0	0	0	0	0	0	0	0
564	5.1	0.5	-12.0625	0	0	0	0	0	0	0	0	0
565	5.16188	0.5	-12.3375	0	0	0	0	0	0	0	0	0
566	5.19187	-0.25	-12.6375	0	0	0	0	0	0	0	0	0
567	5.20688	0.25	-13.05	0	0	0	0	0	0	0	0	0
568	5.24438	0.25	-13.025	0	0	0	0	0	0	0	0	0
569	5.28	0	-12.925	0	0	0	0	0	0	0	0	0
570	5.295	0.5	-12.875	0	0	0	0	0	0	0	0	0
571	5.3325	0.25	-12.65	0	0	0	0	0	0	0	0	0
572	5.36812	0	-12.0125	0	0	0	0	0	0	0	0	0
573	5.385	0	-11.6	0	0	0	0	0	0	0	0	0
574	5.3925	0	-11.2	0	0	0	0	0	0	0	0	0
575	5.39812	0	-10.6875	0	0	0	0	0	0	0	0	0
576	5.4	0	-10.2125	0	0	0	0	0	0	0	0	0
577	5.4	0	-10.1	0	0	0	0	0	0	0	0	0
578	5.4	0	-10.1375	0	0	0	0	0	0	0	0	0
579	5.385	-0.25	-10.15	0	0	0	0	0	0	0	0	0
580	5.3625	-0.25	-10.4625	0	0	0	0	0	0	0	0	0
581	5.32125	-0.5	-11.1375	0	0	0	0	0	0	0	0	0
582	5.25562	-0.75	-11.675	0	0	0	0	0	0	0	0	0
583	5.16188	-0.75	-12.3375	0	0	0	0	0	0	0	0	0
584	5.07	-0.75	-13.2875	0	0	0	0	0	0	0	0	0
585	4.97813	-0.5	-13.775	0	0	0	0	0	0	0	0	0
586	4.88625	-0.5	-14.3	0	0	0	0	0	0	0	0	0
587	4.79438	-0.5	-15.375	0	0	0	0	0	0	0	0	0
588	4.70438	-0.75	-16.625	0	0	0	0	0	0	0	0	0
589	4.59938	-1	-18.0125	0	0	0	0	0	0	0	0	0
590	4.48687	-0.75	-19.625	0	0	0	0	0	0	0	0	0
591	4.38562	-0.5	-21.2625	0	0	0	0	0	0	0	0	0
592	4.29	-0.5	-22.075	0	0	0	0	0	0	0	0	0
593	4.21125	-0.25	-22.5875	0	0	0	0	0	0	0	0	0
594	4.15687	-0.25	-23.85	0	0	0	0	0	0	0	0	0
595	4.07062	-1	-24.675	0	0	0	0	0	0	0	0	0
596	3.9975	-0.25	-24.8375	0	0	0	0	0	0	0	0	0
597	3.93188	-0.5	-24.825	0	0	0	0	0	0	0	0	0
598	3.825	-1.25	-25.275	0	0	0	0	0	0	0	0	0
599	3.69375	-0.5	-24.55	0	0	0	0	0	0	0	0	0
600	3.6	-1	-24.5625	0	0	0	0	0	0	0	0	0
601	3.49312	-0.75	-25.075	0	0	0	0	0	0	0	0	0
602	3.42188	0.5	-25.5625	0	0	0	0	0	0	0	0	0
603	3.43125	0.75	-25.825	0	0	0	0	0	0	0	0	0
604	3.48375	0.75	-26.5375	0	0	0	0	0	0	0	0	0
605	3.56812	1	-26.4	0	0	0	0	0	0	0	0	0
606	3.67312	0.5	-25.4125	0	0	0	0	0	0	0	0	0
607	3.75938	0.25	-24.6125	0	0	0	0	0	0	0	0	0
608	3.8175	0.25	-23.3375	0	0	0	0	0	0	0	0	0
609	3.8775	0.25	-21.7375	0	0	0	0	0	0	0	0	0
610	3.8775	-0.5	-21.4125	0	0	0	0	0	0	0	0	0
611	3.84562	-0.5	-21.5875	0	0	0	0	0	0	0	0	0
612	3.79875	-0.5	-21.8375	0	0	0	0	0	0	0	0	0
613	3.74625	-0.75	-21.7625	0	0	0	0	0	0	0	0	0
614	3.67125	0	-22.1125	0	0	0	0	0	0	0	0	0
615	3.61875	-0.25	-21.575	0	0	0	0	0	0	0	0	0
616	3.5775	-0.25	-20.5	0	0	0	0	0	0	0	0	0
617	3.52688	-0.5	-19.2375	0	0	0	0	0	0	0	0	0
618	3.48562	-0.25	-18.3375	0	0	0	0	0	0	0	0	0
619	3.42188	-0.5	-17.025	0	0	0	0	0	0	0	0	0
620	3.345	-0.75	-16.3625	0	0	0	0	0	0	0	0	0
621	3.26062	-0.5	-16.0375	0	0	0	0	0	0	0	0	0
622	3.17438	-1	-15.8	0	0	0	0	0	0	0	0	0
623	3.05438	-0.75	-15.95	0	0	0	0	0	0	0	0	0
624	2.94938	-0.5	-16.575	0	0	0	0	0	0	0	0	0
625	2.89687	0	-16.3875	0	0	0	0	0	0	0	0	0
626	2.81062	-0.75	-16.4875	0	0	0	0	0	0	0	0	0
627	2.67562	-1.25	-17.3625	0	0	0	0	0	0	0	0	0
628	2.58	-0.5	-18.0125	0	0	0	0	0	0	0	0	0
629	2.505	-1	-18.875	0	0	0	0	0	0	0	0	0
630	2.37375	-0.5	-19.85	0	0	0	0	0	0	0	0	0
631	2.27625	0.25	-22.375	0	0	0	0	0	0	0	0	0
632	2.23125	-0.75	-24.2	0	0	0	0	0	0	0	0	0
633	2.14875	-1	-25.7375	0	0	0	0	0	0	0	0	0
634	2.02875	-0.75	-26.7	0	0	0	0	0	0	0	0	0
635	1.9275	-0.75	-27.875	0	0	0	0	0	0	0	0	0
636	1.83375	-0.5	-28.175	0	0	0	0	0	0	0	0	0
637	1.73812	-0.5	-29.125	0	0	0	0	0	0	0	0	0
638	1.71938	0.75	-29.875	0	0	0	0	0	0	0	0	0
639	1.71188	0	-30.975	0	0	0	0	0	0	0	0	0
640	1.70812	0	-32.375	0	0	0	0	0	0	0	0	0
641	1.70625	0.25	-33.5375	0	0	0	0	0	0	0	0	0
642	1.74	-0.5	-34.5875	0	0	0	0	0	0	0	0	0
643	1.725	0.25	-36.2375	0	0	0	0	0	0	0	0	0
644	1.7175	0	-37.475	0	0	0	0	0	0	0	0	0
645	1.71375	0	-38.5625	0	0	0	0	0	0	0	0	0
646	1.71375	-0.25	-39.5125	0	0	0	0	0	0	0	0	0
647	1.68	-0.5	-40.125	0	0	0	0	0	0	0	0	0
648	1.635	-0.25	-40.8875	0	0	0	0	0	0	0	0	0
649	1.6125	0	-42.475	0	0	0	0	0	0	0	0	0
650	1.58625	-0.25	-43.6625	0	0	0	0	0	0	0	0	0
651	1.57125	0.25	-44.6375	0	0	0	0	0	0	0	0	0
652	1.57875	0.25	-45.65	0	0	0	0	0	0	0	0	0
653	1.59938	0	-46.4	0	0	0	0	0	0	0	0	0
654	1.60875	0.25	-46.025	0	0	0	0	0	0	0	0	0
655	1.62938	0	-45.6375	0	0	0	0	0	0	0	0	0
656	1.64062	0	-45.45	0	0	0	0	0	0	0	0	0
657	1.64625	0	-45.2375	0	0	0	0	0	0	0	0	0
658	1.64812	0	-44.775	0	0	0	0	0	0	0	0	0
659	1.65	0	-44.275	0	0	0	0	0	0	0	0	0
660	1.665	0.25	-43.8375	0	0	0	0	0	0	0	0	0
661	1.6725	0	-43.4125	0	0	0	0	0	0	0	0	0
662	1.66125	-0.25	-42.9875	0	0	0	0	0	0	0	0	0
663	1.65562	0	-42.875	0	0	0	0	0	0	0	0	0
664	1.65375	-0.25	-43.225	0	0	0	0	0	0	0	0	0
665	1.63688	0	-44	0	0	0	0	0	0	0	0	0
666	1.6275	0.25	-44.5875	0	0	0	0	0	0	0	0	0
667	1.65375	0.25	-44.9	0	0	0	0	0	0	0	0	0
668	1.68188	0.25	-44.975	0	0	0	0	0	0	0	0	0
669	1.67478	-0.25	-44.96692	1	0	0	0	0	0	0	0	0
670	1.67027	-0.25	-44.8553	1	0	0	0	0	0	0	0	0
671	1.66634	-0.5	-44.695	1	0	0	0	0	0	0	0	0
672	1.64812	0	-43.9425	0	0	0	0	0	0	0	0	0
673	1.60312	0	-43.2775	0	0	0	0	0	0	0	0	0
674	1.58138	0	-42.8325	0	0	0	0	0	0	0	0	0
675	1.5705	0	-43.0075	0	0	0	0	0	0	0	0	0
676	1.57674	-0.25	-43.0962	1	0	0	0	0	0	0	0	0
677	1.5765	0.5	-42.9625	0	0	0	0	0	0	0	0	0
678	1.59825	0.25	-43.175	0	0	0	0	0	0	0	0	0
679	1.60912	0	-43.1125	0	0	0	0	0	0	0	0	0
680	1.61475	-0.25	-42.95	0	0	0	0	0	0	0	0	0
681	1.60312	-0.5	-43.075	0	0	0	0	0	0	0	0	0
682	1.5675	-0.25	-43.45	0	0	0	0	0	0	0	0	0
683	1.53375	0	-43.6125	0	0	0	0	0	0	0	0	0
684	1.5409	0	-43.67693	1	0	0	0	0	0	0	0	0
685	1.54462	0	-43.70515	1	0	0	0	0	0	0	0	0
686	1.54903	0	-43.72928	1	0	0	0	0	0	0	0	0
687	1.55522	0	-43.71533	1	0	0	0	0	0	0	0	0
688	1.56411	0	-43.65917	1	0	0	0	0	0	0	0	0
689	1.56254	0	-43.70431	1	0	0	0	0	0	0	0	0
690	1.56129	0	-43.71641	1	0	0	0	0	0	0	0	0
691	1.50932	0	-43.98928	0	0	0	0	0	0	0	0	0
692	1.50261	0	-42.8284	0	0	0	0	0	0	0	0	0
693	1.51623	0.25	-42.3111	0	0	0	0	0	0	0	0	0
694	1.52311	0	-41.9468	0	0	0	0	0	0	0	0	0
695	1.52338	0	-42.09089	1	0	0	0	0	0	0	0	0
696	1.52627	0.5	-42.2017	1	0	0	0	0	0	0	0	0
697	1.623	0.75	-41.7675	0	0	0	0	0	0	0	0	0
698	1.6815	0.5	-41.5775	0	0	0	0	0	0	0	0	0
699	1.72575	0.25	-41.895	0	0	0	0	0	0	0	0	0
700	1.77825	0	-41.945	0	0	0	0	0	0	0	0	0
701	1.80937	-0.5	-42.475	0	0	0	0	0	0	0	0	0
702	1.79062	0	-43.025	0	0	0	0	0	0	0	0	0
703	1.78125	0.25	-43.9375	0	0	0	0	0	0	0	0	0
704	1.8075	0.25	-43.7625	0	0	0	0	0	0	0	0	0
705	1.83375	0.25	-43.9125	0	0	0	0	0	0	0	0	0
706	1.86	0.25	-44.275	0	0	0	0	0	0	0	0	0
707	1.89	0.25	-43.775	0	0	0	0	0	0	0	0	0
708	1.92188	0	-42.65	0	0	0	0	0	0	0	0	0
709	1.93688	0	-42.1375	0	0	0	0	0	0	0	0	0
710	1.95937	0.25	-41.6875	0	0	0	0	0	0	0	0	0
711	1.98562	0.25	-40.7	0	0	0	0	0	0	0	0	0
712	2.01375	0.25	-39.9	0	0	0	0	0	0	0	0	0
713	2.02688	0	-39.55	0	0	0	0	0	0	0	0	0
714	2.03437	-0.25	-39.0625	0	0	0	0	0	0	0	0	0
715	2.02312	-0.25	-38.8875	0	0	0	0	0	0	0	0	0
716	2.0025	-0.25	-38.425	0	0	0	0	0	0	0	0	0
717	2.00185	-0.5	-38.58662	1	0	0	0	0	0	0	0	0
718	1.91212	-0.5	-38.2375	0	0	0	0	0	0	0	0	0
719	1.84012	-0.5	-37.825	0	0	0	0	0	0	0	0	0
720	1.75912	-0.75	-37.0875	0	0	0	0	0	0	0	0	0
721	1.67475	-0.25	-36.4625	0	0	0	0	0	0	0	0	0
722	1.6125	-0.25	-35.7125	0	0	0	0	0	0	0	0	0
723	1.56938	-0.25	-34.9375	0	0	0	0	0	0	0	0	0
724	1.53188	0	-34.0375	0	0	0	0	0	0	0	0	0
725	1.51312	0	-32.5	0	0	0	0	0	0	0	0	0
726	1.49062	-0.25	-31.625	0	0	0	0	0	0	0	0	0
727	1.44938	-0.5	-31.2875	0	0	0	0	0	0	0	0	0
728	1.42875	0	-30.0125	0	0	0	0	0	0	0	0	0
729	1.40438	-0.25	-28.5375	0	0	0	0	0	0	0	0	0
730	1.36125	-0.25	-26.3625	0	0	0	0	0	0	0	0	0
731	1.32375	0	-22.6875	0	0	0	0	0	0	0	0	0
732	1.30687	-0.5	-17.775	0	0	0	0	0	0	0	0	0
733	1.2825	0	-13.6375	0	0	0	0	0	0	0	0	0
734	1.25438	0	-9.225	0	0	0	0	0	0	0	0	0
735	1.24125	0	-5.25	0	0	0	0	0	0	0	0	0
736	1.23562	0	-3.5375	0	0	0	0	0	0	0	0	0
737	1.26187	0.25	-0.9625	0	0	0	0	0	0	0	0	0
738	1.29	0.5	2.2625	0	0	0	0	0	0	0	0	0
739	1.335	0.5	5.8375	0	0	0	0	0	0	0	0	0
740	1.3875	0.5	9.2	0	0	0	0	0	0	0	0	0
741	1.44562	0	15.1125	0	0	0	0	0	0	0	0	0
742	1.47375	0	20.375	0	0	0	0	0	0	0	0	0
743	1.50375	0.25	25.0125	0	0	0	0	0	0	0	0	0
744	1.53375	0.25	29.0125	0	0	0	0	0	0	0	0	0
745	1.60875	1	32.2625	0	0	0	0	0	0	0	0	0
746	1.68938	0.75	34.375	0	0	0	0	0	0	0	0	0
747	1.77562	0.5	35.5125	0	0	0	0	0	0	0	0	0
748	1.84875	0.5	36.2625	0	0	0	0	0	0	0	0	0
749	1.91812	-0.25	36.7	0	0	0	0	0	0	0	0	0
750	1.93688	0	37.3875	0	0	0	0	0	0	0	0	0
751	1.94625	0	38	0	0	0	0	0	0	0	0	0
752	1.965	0.25	38.5125	0	0	0	0	0	0	0	0	0
753	1.98938	0.25	37.8625	0	0	0	0	0	0	0	0	0
754	2.10375	1.75	37.4625	0	0	0	0	0	0	0	0	0
755	2.25188	1.5	37.65	0	0	0	0	0	0	0	0	0
756	2.41688	1.25	38.3375	0	0	0	0	0	0	0	0	0
757	2.60438	1.75	38.9125	0	0	0	0	0	0	0	0	0
758	2.82375	0.5	40.55	0	0	0	0	0	0	0	0	0
759	2.9625	0.75	41	0	0	0	0	0	0	0	0	0
760	3.07688	0.75	40.5375	0	0	0	0	0	0	0	0	0
761	3.18	0.25	39.8875	0	0	0	0	0	0	0	0	0
762	3.2775	0.5	39.225	0	0	0	0	0	0	0	0	0
763	3.35062	0.5	38.0875	0	0	0	0	0	0	0	0	0
764	3.43312	0.75	37.3	0	0	0	0	0	0	0	0	0
765	3.53438	1	37.025	0	0	0	0	0	0	0	0	0
766	3.645	0.5	36.5875	0	0	0	0	0	0	0	0	0
